Mobility_key,Date,Subregion,Province,Retail_and_recreation,Grocery_and_phramacy,Parks,Transit_stations,Workplaces,Residential
661,2020-11-23,Toronto Division,Ontario,-51.0,-21.0,-28.0,-62.0,-50.0,20.0
662,2020-11-24,Toronto Division,Ontario,-49.0,-18.0,-25.0,-62.0,-50.0,20.0
663,2020-11-25,Toronto Division,Ontario,-49.0,-21.0,-30.0,-62.0,-49.0,21.0
664,2020-11-26,Toronto Division,Ontario,-44.0,-10.0,-9.0,-60.0,-48.0,20.0
665,2020-11-27,Toronto Division,Ontario,-45.0,-14.0,-8.0,-59.0,-47.0,20.0
666,2020-11-28,Toronto Division,Ontario,-43.0,-11.0,34.0,-49.0,-14.0,10.0
667,2020-11-29,Toronto Division,Ontario,-43.0,-15.0,42.0,-50.0,-19.0,8.0
668,2020-11-30,Toronto Division,Ontario,-48.0,-24.0,-49.0,-63.0,-50.0,20.0
669,2020-12-01,Toronto Division,Ontario,-51.0,-20.0,-28.0,-61.0,-51.0,21.0
670,2020-12-02,Toronto Division,Ontario,-46.0,-13.0,-16.0,-60.0,-49.0,20.0
671,2020-12-03,Toronto Division,Ontario,-45.0,-10.0,-13.0,-59.0,-48.0,20.0
672,2020-12-04,Toronto Division,Ontario,-49.0,-18.0,-30.0,-60.0,-48.0,21.0
673,2020-12-05,Toronto Division,Ontario,-45.0,-10.0,4.0,-49.0,-15.0,10.0
674,2020-12-06,Toronto Division,Ontario,-47.0,-16.0,9.0,-52.0,-21.0,8.0
675,2020-12-07,Toronto Division,Ontario,-48.0,-17.0,-23.0,-62.0,-49.0,19.0
676,2020-12-08,Toronto Division,Ontario,-47.0,-15.0,-14.0,-61.0,-49.0,19.0
677,2020-12-09,Toronto Division,Ontario,-50.0,-21.0,-29.0,-62.0,-50.0,21.0
678,2020-12-10,Toronto Division,Ontario,-46.0,-10.0,-13.0,-60.0,-48.0,20.0
679,2020-12-11,Toronto Division,Ontario,-45.0,-11.0,4.0,-58.0,-47.0,20.0
680,2020-12-12,Toronto Division,Ontario,-50.0,-18.0,-33.0,-55.0,-18.0,12.0
681,2020-12-13,Toronto Division,Ontario,-46.0,-14.0,2.0,-52.0,-20.0,8.0
682,2020-12-14,Toronto Division,Ontario,-47.0,-14.0,-23.0,-62.0,-50.0,19.0
683,2020-12-15,Toronto Division,Ontario,-46.0,-12.0,-22.0,-61.0,-50.0,19.0
684,2020-12-16,Toronto Division,Ontario,-49.0,-20.0,-42.0,-64.0,-50.0,21.0
685,2020-12-17,Toronto Division,Ontario,-45.0,-8.0,-21.0,-60.0,-49.0,21.0
686,2020-12-18,Toronto Division,Ontario,-45.0,-10.0,-12.0,-59.0,-48.0,20.0
687,2020-12-19,Toronto Division,Ontario,-46.0,-10.0,-6.0,-51.0,-16.0,11.0
688,2020-12-20,Toronto Division,Ontario,-45.0,-14.0,-5.0,-52.0,-20.0,9.0
689,2020-12-21,Toronto Division,Ontario,-39.0,-1.0,-4.0,-62.0,-54.0,19.0
690,2020-12-22,Toronto Division,Ontario,-37.0,7.0,-6.0,-61.0,-55.0,18.0
691,2020-12-23,Toronto Division,Ontario,-32.0,19.0,1.0,-60.0,-55.0,18.0
692,2020-12-24,Toronto Division,Ontario,-40.0,16.0,-30.0,-67.0,-67.0,23.0
693,2020-12-25,Toronto Division,Ontario,-84.0,-74.0,-2.0,-84.0,-86.0,32.0
694,2020-12-26,Toronto Division,Ontario,-68.0,-44.0,-1.0,-67.0,-43.0,15.0
695,2020-12-27,Toronto Division,Ontario,-56.0,-29.0,12.0,-60.0,-27.0,10.0
696,2020-12-28,Toronto Division,Ontario,-52.0,-16.0,-15.0,-75.0,-74.0,27.0
697,2020-12-29,Toronto Division,Ontario,-47.0,-8.0,5.0,-68.0,-64.0,23.0
698,2020-12-30,Toronto Division,Ontario,-47.0,-6.0,-33.0,-69.0,-64.0,25.0
699,2020-12-31,Toronto Division,Ontario,-41.0,11.0,5.0,-68.0,-67.0,25.0
700,2021-01-01,Toronto Division,Ontario,-80.0,-71.0,-4.0,-84.0,-86.0,34.0
701,2021-01-02,Toronto Division,Ontario,-58.0,-23.0,14.0,-62.0,-32.0,15.0
702,2021-01-03,Toronto Division,Ontario,-58.0,-27.0,-9.0,-61.0,-27.0,12.0
703,2021-01-04,Toronto Division,Ontario,-53.0,-18.0,-22.0,-66.0,-55.0,22.0
704,2021-01-05,Toronto Division,Ontario,-53.0,-17.0,-21.0,-66.0,-55.0,22.0
705,2021-01-06,Toronto Division,Ontario,-54.0,-21.0,-23.0,-67.0,-55.0,23.0
706,2021-01-07,Toronto Division,Ontario,-53.0,-15.0,-12.0,-66.0,-54.0,24.0
707,2021-01-08,Toronto Division,Ontario,-55.0,-20.0,-19.0,-66.0,-53.0,24.0
708,2021-01-09,Toronto Division,Ontario,-51.0,-14.0,28.0,-57.0,-20.0,13.0
709,2021-01-10,Toronto Division,Ontario,-54.0,-21.0,6.0,-60.0,-25.0,11.0
710,2021-01-11,Toronto Division,Ontario,-55.0,-22.0,-25.0,-68.0,-55.0,22.0
711,2021-01-12,Toronto Division,Ontario,-55.0,-20.0,-27.0,-68.0,-55.0,22.0
712,2021-01-13,Toronto Division,Ontario,-53.0,-18.0,-23.0,-68.0,-55.0,22.0
713,2021-01-14,Toronto Division,Ontario,-61.0,-27.0,-25.0,-70.0,-57.0,25.0
714,2021-01-15,Toronto Division,Ontario,-60.0,-29.0,-32.0,-70.0,-57.0,25.0
715,2021-01-16,Toronto Division,Ontario,-57.0,-21.0,22.0,-63.0,-26.0,14.0
716,2021-01-17,Toronto Division,Ontario,-59.0,-28.0,0.0,-64.0,-30.0,12.0
717,2021-01-18,Toronto Division,Ontario,-59.0,-28.0,-22.0,-70.0,-58.0,23.0
718,2021-01-19,Toronto Division,Ontario,-59.0,-27.0,-27.0,-70.0,-58.0,23.0
719,2021-01-20,Toronto Division,Ontario,-59.0,-30.0,-34.0,-71.0,-58.0,25.0
720,2021-01-21,Toronto Division,Ontario,-57.0,-22.0,-21.0,-70.0,-56.0,24.0
721,2021-01-22,Toronto Division,Ontario,-58.0,-25.0,-33.0,-69.0,-56.0,25.0
722,2021-01-23,Toronto Division,Ontario,-55.0,-19.0,-2.0,-62.0,-25.0,14.0
723,2021-01-24,Toronto Division,Ontario,-58.0,-26.0,-6.0,-64.0,-29.0,11.0
724,2021-01-25,Toronto Division,Ontario,-57.0,-24.0,-12.0,-70.0,-57.0,23.0
725,2021-01-26,Toronto Division,Ontario,-66.0,-41.0,-37.0,-71.0,-59.0,25.0
726,2021-01-27,Toronto Division,Ontario,-57.0,-24.0,-22.0,-69.0,-57.0,24.0
727,2021-01-28,Toronto Division,Ontario,-58.0,-25.0,-38.0,-70.0,-56.0,25.0
728,2021-01-29,Toronto Division,Ontario,-57.0,-24.0,-38.0,-69.0,-56.0,25.0
729,2021-01-30,Toronto Division,Ontario,-53.0,-15.0,20.0,-61.0,-23.0,13.0
730,2021-01-31,Toronto Division,Ontario,-57.0,-25.0,-17.0,-64.0,-28.0,11.0
731,2021-02-01,Toronto Division,Ontario,-57.0,-25.0,-32.0,-70.0,-57.0,23.0
732,2021-02-02,Toronto Division,Ontario,-57.0,-24.0,-29.0,-70.0,-57.0,23.0
733,2021-02-03,Toronto Division,Ontario,-56.0,-24.0,-17.0,-70.0,-56.0,23.0
734,2021-02-04,Toronto Division,Ontario,-54.0,-17.0,-2.0,-69.0,-55.0,23.0
735,2021-02-05,Toronto Division,Ontario,-58.0,-27.0,-42.0,-70.0,-55.0,25.0
736,2021-02-06,Toronto Division,Ontario,-55.0,-19.0,-22.0,-63.0,-23.0,14.0
737,2021-02-07,Toronto Division,Ontario,-56.0,-25.0,-10.0,-63.0,-27.0,11.0
738,2021-02-08,Toronto Division,Ontario,-58.0,-27.0,-34.0,-70.0,-57.0,23.0
739,2021-02-09,Toronto Division,Ontario,-56.0,-23.0,-24.0,-69.0,-56.0,23.0
740,2021-02-10,Toronto Division,Ontario,-56.0,-23.0,-30.0,-70.0,-56.0,24.0
741,2021-02-11,Toronto Division,Ontario,-53.0,-16.0,-25.0,-69.0,-55.0,23.0
742,2021-02-12,Toronto Division,Ontario,-55.0,-20.0,-36.0,-69.0,-55.0,24.0
743,2021-02-13,Toronto Division,Ontario,-54.0,-14.0,-28.0,-63.0,-24.0,13.0
744,2021-02-14,Toronto Division,Ontario,-45.0,-8.0,32.0,-58.0,-23.0,9.0
745,2021-02-15,Toronto Division,Ontario,-71.0,-53.0,3.0,-82.0,-82.0,30.0
746,2021-02-16,Toronto Division,Ontario,-60.0,-24.0,-38.0,-68.0,-57.0,23.0
747,2021-02-17,Toronto Division,Ontario,-53.0,-16.0,-24.0,-66.0,-52.0,22.0
748,2021-02-18,Toronto Division,Ontario,-57.0,-21.0,-35.0,-67.0,-52.0,23.0
749,2021-02-19,Toronto Division,Ontario,-56.0,-22.0,-26.0,-65.0,-51.0,23.0
750,2021-02-20,Toronto Division,Ontario,-51.0,-13.0,21.0,-59.0,-19.0,12.0
751,2021-02-21,Toronto Division,Ontario,-51.0,-17.0,30.0,-60.0,-22.0,10.0
752,2021-02-22,Toronto Division,Ontario,-58.0,-28.0,-37.0,-67.0,-54.0,22.0
753,2021-02-23,Toronto Division,Ontario,-53.0,-18.0,-24.0,-66.0,-52.0,21.0
754,2021-02-24,Toronto Division,Ontario,-53.0,-20.0,-20.0,-66.0,-52.0,22.0
755,2021-02-25,Toronto Division,Ontario,-52.0,-15.0,-11.0,-65.0,-51.0,22.0
756,2021-02-26,Toronto Division,Ontario,-50.0,-14.0,-6.0,-63.0,-49.0,21.0
757,2021-02-27,Toronto Division,Ontario,-49.0,-13.0,21.0,-56.0,-17.0,11.0
